,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy,energy_gps
808,21067689,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-phenoxypropanamide",C1=CC=C(C=C1)OCCC(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ecba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba42960>,0,0.5391572043803359,-11.536,-13 : -11
721,21067577,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-piperidin-1-ylpropanamide",C1CCN(CC1)CCC(=O)NC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ea500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba40350>,0,0.5145670404459097,-11.449,-13 : -11
2134,71205244,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-methylpropanamide",CC(C)C(=O)NCC1=CC=C(C=C1)CNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba12dc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba68c10>,0,0.5148844352692001,-10.881,>-11
1893,68685113,(2S)-N-[(3R)-1-(4-{[5-Fluoro-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)pyrimidin-2-yl]amino}phenyl)pyrrolidin-3-yl]-2-hydroxypropanamide,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)N4CCC(C4)NC(=O)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f54fba0b610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba61460>,0,0.6557377049180327,-10.827,>-11
1931,68689712,(2S)-N-[(3S)-1-(4-{[5-Fluoro-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)pyrimidin-2-yl]amino}phenyl)pyrrolidin-3-yl]-2-hydroxypropanamide,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)N4CCC(C4)NC(=O)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f54fba0c970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba62730>,0,0.6557377049180327,-10.827,>-11
1122,21948243,3-[[4-[2-(3-chloroanilino)pyrimidin-4-yl]pyridin-2-yl]amino]-N-hydroxypropanamide,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f5850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4b610>,0,0.53083456326257,-10.539,>-11
687,21067476,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-phenylpropanamide",C1=CC=C(C=C1)CCC(=O)NCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e9620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3f3e0>,0,0.5291694239995184,-10.394,>-11
2106,70877148,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-cyclohexa-1,3-dien-1-ylpropanamide",C1CC(=CC=C1)CCC(=O)NCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba12110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba67ed0>,0,0.5324175277430955,-10.309,>-11
1121,21948241,3-[[4-[2-(3-Chloroanilino)pyrimidin-4-yl]pyridin-2-yl]amino]propanamide,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f57e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4b5a0>,0,0.5634893252086434,-10.206,>-11
2108,70877156,"N-[3-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]propyl]-3-cyclohexa-1,3-dien-1-ylpropanamide",C1CC(=CC=C1)CCC(=O)NCCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba121f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba68040>,0,0.5324175277430955,-10.073,>-11
900,21068089,"N-[4-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-phenylpropanamide",C1=CC=C(C=C1)CCC(=O)NCCCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ef3e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba45230>,0,0.5291694239995184,-10.052,>-11
271,11382210,N-(5-cyclopropyl-1H-pyrazol-3-yl)-2-[4-(2-oxoimidazolidin-1-yl)phenyl]propanamide,CC(C1=CC=C(C=C1)N2CCNC2=O)C(=O)NC3=NNC(=C3)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd8120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba31ee0>,0,0.5676389087175903,-10.035,>-11
38,5330957,(2R)-N-(5-cyclopropyl-1H-pyrazol-3-yl)-2-[4-(2-oxoimidazolidin-1-yl)phenyl]propanamide,CC(C1=CC=C(C=C1)N2CCNC2=O)C(=O)NC3=NNC(=C3)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd0b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2a810>,0,0.5676389087175903,-10.035,>-11
39,5330958,(2S)-N-(5-cyclopropyl-1H-pyrazol-3-yl)-2-[4-(2-oxoimidazolidin-1-yl)phenyl]propanamide,CC(C1=CC=C(C=C1)N2CCNC2=O)C(=O)NC3=NNC(=C3)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd0ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2a880>,0,0.5676389087175903,-10.035,>-11
869,21067849,"N-[3-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]propyl]-3-phenylpropanamide",C1=CC=C(C=C1)CCC(=O)NCCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ee650>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba444a0>,0,0.5291694239995184,-9.988,>-11
