,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy,energy_gps
2297,89055751,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]hydroxylamine",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)NO)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba18040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6de00>,0,0.662108024052467,-11.028,-13 : -11
642,21066935,"3-bromo-5-(2-chlorophenyl)-N-[(3-chlorophenyl)methyl]pyrazolo[1,5-a]pyrimidin-7-amine",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e8270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3e030>,0,0.6785014666754179,-11.024,-13 : -11
363,16123452,5-fluoro-N-[3-methyl-4-(4-methylpiperazin-1-yl)sulfonylphenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,CC1=C(C=CC(=C1)NC2=NC=C(C(=N2)C3=CN=C(N3C(C)C)C)F)S(=O)(=O)N4CCN(CC4)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdb220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba35070>,0,0.6557377049180327,-11.022,-13 : -11
2246,86278566,"N-[2-(4-Methoxypiperidin-1-Yl)pyrimidin-4-Yl]-1-(Propan-2-Yl)-2-(1h-Pyrazol-4-Yl)-1h-Pyrrolo[3,2-C]pyridin-6-Amine",CC(C)N1C(=CC2=CN=C(C=C21)NC3=NC(=NC=C3)N4CCC(CC4)OC)C5=CNN=C5,<rdkit.Chem.rdchem.Mol object at 0x7f54fba16180>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6bf40>,0,0.6933242670158654,-11.0,-13 : -11
881,21068003,"N-[[3-(aminomethyl)phenyl]methyl]-3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-amine",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=CC(=C4)CN)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9eeb90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba449e0>,0,0.662108024052467,-10.965,>-11
630,21066913,"3-bromo-5-(2-chlorophenyl)-N-[[1-(thiolan-3-yl)piperidin-3-yl]methyl]pyrazolo[1,5-a]pyrimidin-7-amine",C1CC(CN(C1)C2CCSC2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e7ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3daf0>,0,0.5127453965955545,-10.911,>-11
370,16123678,5-fluoro-N-[4-(4-methylpiperazin-1-yl)sulfonylphenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdb840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba35690>,0,0.6463700234192038,-10.893,>-11
623,21066701,"3-bromo-5-(2-chlorophenyl)-N-[[1-(furan-2-ylmethyl)piperidin-3-yl]methyl]pyrazolo[1,5-a]pyrimidin-7-amine",C1CC(CN(C1)CC2=CC=CO2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e7990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3d7e0>,0,0.5180453022196588,-10.893,>-11
1896,68685697,"N-[4-(2,6-dimethylmorpholin-4-yl)phenyl]-5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine",CC1CN(CC(O1)C)C2=CC=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C(N4C(C)C)C)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fba0b760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba615b0>,0,0.7868852459016393,-10.879,>-11
149,10172326,"N-[3-(1,3-oxazol-5-yl)phenyl]-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",C1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3)C5=CN=CO5,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd3df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2dc40>,0,0.531414214292749,-10.837,>-11
882,21068004,"N-[(3-aminophenyl)methyl]-3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-amine",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)N)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9eec00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba44a50>,0,0.6785014666754179,-10.825,>-11
462,19689569,N-(3-chlorophenyl)-4-(2-{[2-(1H-imidazol-4-yl)ethyl]amino}pyridin-4-yl)pyrimidin-2-amine,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCC4=CN=CN4,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbded50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba38ba0>,0,0.5269863913681738,-10.819,>-11
1413,53629753,5-Fluoro-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)-N-[4-(morpholin-4-ylcarbonyl)phenyl]pyrimidin-2-amine,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)C(=O)N4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fdaf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba538b0>,0,0.8688524590163934,-10.818,>-11
2149,71458570,4-(2-morpholin-4-ylpyridin-4-yl)-N-phenylpyrimidin-2-amine,C1COCCN1C2=NC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f54fba134c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba69310>,0,0.5656770487244512,-10.812,>-11
1609,58938377,"5-N-(4-aminocyclohexyl)-3-chloro-7-N-[4-(5-chloropyridin-3-yl)oxyphenyl]pyrazolo[1,5-a]pyrimidine-5,7-diamine",C1CC(CCC1N)NC2=NC3=C(C=NN3C(=C2)NC4=CC=C(C=C4)OC5=CC(=CN=C5)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba03220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba59070>,0,0.5081967213114754,-10.769,>-11
2284,87844699,5-fluoro-N-[3-[3-(fluoroamino)pyrrolidin-1-yl]phenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC(=CC=C3)N4CCC(C4)NF,<rdkit.Chem.rdchem.Mol object at 0x7f54fba177d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6d620>,0,0.6065879618301933,-10.757,>-11
626,21066877,"3-bromo-5-(2-chlorophenyl)-N-[(1-cyclobutylpiperidin-3-yl)methyl]pyrazolo[1,5-a]pyrimidin-7-amine",C1CC(C1)N2CCCC(C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e7ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3d930>,0,0.5127759813765674,-10.736,>-11
1330,44580807,"N-(3-(oxazol-4-yl)phenyl)-4-(pyrazolo[1,5-b]pyridazin-3-yl)pyrimidin-2-amine",C1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3)C5=COC=N5,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fb5a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba513f0>,0,0.6168139795730269,-10.729,>-11
2538,123533437,"N-[4-[(4-cyclobutyl-1,4-diazepan-1-yl)methyl]phenyl]-5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine",CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)CN4CCCN(CC4)C5CCC5,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1f220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba75070>,0,0.7049180327868853,-10.711,>-11
364,16123560,5-fluoro-N-[4-(4-methylpiperazin-1-yl)sulfonyl-3-(trifluoromethoxy)phenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC(=C(C=C3)S(=O)(=O)N4CCN(CC4)C)OC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdb300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba35150>,0,0.6557377049180327,-10.7,>-11
464,19689578,N-(3-chlorophenyl)-4-[2-(2-morpholin-4-ylethylamino)pyridin-4-yl]pyrimidin-2-amine,C1COCCN1CCNC2=NC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdef10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba38d60>,0,0.6069940154480823,-10.7,>-11
2437,117629896,5-fluoro-N-[4-[(3S)-3-(methylamino)-1-oxidopyrrolidin-1-ium-1-yl]phenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)[N+]4(CCC(C4)NC)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f54fba1c510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba722d0>,0,0.7447306791569087,-10.689,>-11
