,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy,energy_gps
5,131110,"7-(Dimethylamino)-8-methoxy-9-methyl-6,7,8,9-tetrahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-16-ol",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbb7ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba299a0>,0,0.557417526816434,-14.972,-15 : -13
2588,134867115,"(2S,3S,4R)-4-methoxy-2-methyl-3-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)OC)NC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba209e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba767a0>,0,0.5082371989475815,-14.97,-15 : -13
2808,155135969,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-2-(1-prop-2-ynoylpyrrolidin-3-yl)acetamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)CC5CCN(C5)C(=O)C#C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba27d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba7dbd0>,0,0.5994730679156909,-14.963,-15 : -13
2514,122550827,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-2-(1-prop-2-enoylpiperidin-3-yl)acetamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)CC5CCCN(C5)C(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1e7a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba745f0>,0,0.5541178766588604,-14.946,-15 : -13
2488,122550746,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-2-(1-prop-2-enoylazetidin-3-yl)acetamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)CC5CN(C5)C(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1dc40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba73a00>,0,0.5486533957845435,-14.935,-15 : -13
1291,44353130,"ethyl-[(2R,3S,4S,6S)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-dimethylazanium",CC[N+](C)(C)C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C(C1OC)(O2)C)CNC6=O,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fa420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba50270>,0,0.5738109694393848,-14.927,-15 : -13
2512,122550825,"N-[4-[[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]methyl]cyclohexyl]prop-2-enamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NCC5CCC(CC5)NC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1e6c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba74510>,0,0.5705113192818112,-14.923,-15 : -13
337,15625653,"(2R,3S,4S,6S)-4-amino-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbda420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba34270>,0,0.557417526816434,-14.91,-15 : -13
2814,155381208,"tert-butyl N-[2-[[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylamino]-2-oxoethyl]carbamate",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)CNC(=O)OC(C)(C)C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba280b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba7de70>,0,0.5246306415705323,-14.907,-15 : -13
1280,44352816,"tert-butyl N-[2-[[(2R,3S,4S,6S)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylamino]-2-oxoethyl]carbamate",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)CNC(=O)OC(C)(C)C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f9f50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4fd10>,0,0.5246306415705323,-14.904,-15 : -13
2568,134166179,"N-[4-[[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]methyl]phenyl]prop-2-enamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NCC5=CC=C(C=C5)NC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba200b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba75e70>,0,0.5383194341311095,-14.9,-15 : -13
2562,134166155,"1-[3-[[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]methyl]pyrrolidin-1-yl]but-2-yn-1-one",CC#CC(=O)N1CCC(C1)CNC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1fd80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba75bd0>,0,0.5541178766588604,-14.896,-15 : -13
2826,155381495,"ethyl-[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-dimethylazanium",CC[N+](C)(C)C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C(C1OC)(O2)C)CNC6=O,<rdkit.Chem.rdchem.Mol object at 0x7f54fba285f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba7e3b0>,0,0.5738109694393848,-14.89,-15 : -13
1100,21581283,"[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]azanium",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH3+])OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f4c80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4aa40>,0,0.5738109694393848,-14.889,-15 : -13
428,17975558,"4-Hydroxy-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdd3f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba371b0>,0,0.5738109694393848,-14.888,-15 : -13
6,196804,CID 196804,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbb7d10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba29a10>,0,0.5738109694393848,-14.888,-15 : -13
179,10253379,CID 10253379,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd4cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2eab0>,0,0.5738109694393848,-14.888,-15 : -13
221,10671376,4'-Demethylamino-4'-hydroxystaurosporine,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd5fc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2fd80>,0,0.5738109694393848,-14.884,-15 : -13
219,10551634,"(2S,3R,4S,6R)-4-hydroxy-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd5ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2fca0>,0,0.5738109694393848,-14.884,-15 : -13
2425,101599076,"(2S,3S,4S,6R)-4-hydroxy-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1bf40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba71d90>,0,0.5738109694393848,-14.884,-15 : -13
2434,102331686,"(2S,3S,4R,6R)-4-hydroxy-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1c3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba72180>,0,0.5738109694393848,-14.884,-15 : -13
2581,134166213,"1-[1-[2-[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]ethyl]azepan-4-yl]but-2-yn-1-one",CC#CC(=O)C1CCCN(CC1)CCNC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba20660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba76420>,0,0.586904761904762,-14.876,-15 : -13
2504,122550772,"1-[4-[methyl-[2-[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]ethyl]amino]piperidin-1-yl]but-2-yn-1-one",CC#CC(=O)N1CCC(CC1)N(C)CCNC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1e340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba74190>,0,0.5310499609679937,-14.875,-15 : -13
2464,122550710,"4-[[(E)-4-(dimethylamino)but-2-enoyl]amino]-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]cyclohexane-1-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CCC(CC5)NC(=O)C=CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1d1c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba72f80>,0,0.5838992974238877,-14.872,-15 : -13
2413,100975857,"(2S,3S,4S,6R)-4-amino-3-methoxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1ba00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba71850>,0,0.557417526816434,-14.868,-15 : -13
1873,68030152,"4-[[5-(4-Morpholin-4-ylpiperidin-1-yl)pyridin-2-yl]amino]spiro[1,3,5,11-tetrazatricyclo[7.4.0.02,7]trideca-2,4,6,8-tetraene-13,1'-cyclopentane]-10-one",C1CCC2(C1)CNC(=O)C3=CC4=CN=C(N=C4N23)NC5=NC=C(C=C5)N6CCC(CC6)N7CCOCC7,<rdkit.Chem.rdchem.Mol object at 0x7f54fba0ab90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba609e0>,0,0.6019925684064654,-14.866,-15 : -13
2474,122550720,"1-[4-[2-[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]ethyl]-1,4-diazepan-1-yl]prop-2-en-1-one",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NCCN5CCCN(CC5)C(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1d620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba733e0>,0,0.5125878220140517,-14.84,-15 : -13
344,15939267,"[(2R,3S,4S,6S)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylazanium",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbda730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba34580>,0,0.557417526816434,-14.827,-15 : -13
2493,122550751,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-2-(1-prop-2-enoylpyrrolidin-3-yl)acetamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)CC5CCN(C5)C(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1de70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba73c30>,0,0.5486533957845435,-14.827,-15 : -13
79,7048594,Staurosporinium,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd1cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2ba00>,0,0.557417526816434,-14.826,-15 : -13
1262,25322870,"[(2S,3R,4S,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylazanium",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f9770>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4f530>,0,0.557417526816434,-14.826,-15 : -13
2247,86306247,"[(2S,3S,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylazanium",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba161f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6c040>,0,0.557417526816434,-14.826,-15 : -13
2526,122550855,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-3-(prop-2-enoylamino)cyclobutane-1-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CC(C5)NC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba1ece0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba74b30>,0,0.6032982045277128,-14.815,-15 : -13
2821,155381403,"(2S)-2-amino-3-hydroxy-N-[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-N-methylpropanamide",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C(CO)N)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba283c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba7e180>,0,0.5246306415705323,-14.812,-15 : -13
2160,71751281,CID 71751281,CC12C(C(CC(O1)N3C4=C(CCCC4)C5=C6C(=C7C8=C(N2C7=C53)CCCC8)CNC6=O)NC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba13ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba69930>,0,0.5743140899414502,-14.81,-15 : -13
1874,68236766,"(2S,3R,4R,6R)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,22,24,27-octaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8C=CC=CC8N2C7=C53)CNC6=O)NC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba0ac00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba60a50>,0,0.6393913023026083,-14.808,-15 : -13
2650,139449274,"(2S,6R)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,22,24,27-octaen-16-one",CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8C=CC=CC8N2C7=C53)CNC6=O)NC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f54fba22810>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba78660>,0,0.6393913023026083,-14.808,-15 : -13
