,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy
2178,73317459,"N-(14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl)morpholine-4-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)N5CCOCC5,<rdkit.Chem.rdchem.Mol object at 0x7f0228605460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022865af80>,0,0.5967408274785325,-15.321
2522,122550848,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-3-(prop-2-enoylamino)cyclopentane-1-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CCC(C5)NC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f022860fca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286657e0>,0,0.5869047619047619,-15.298
2469,122550715,"3-(but-2-ynoylamino)-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]cyclobutane-1-carboxamide",CC#CC(=O)NC1CC(C1)C(=O)NC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f022860e570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286640b0>,0,0.5923692427790789,-15.247
2479,122550726,"1-[(E)-4-(dimethylamino)but-2-enoyl]-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]pyrrolidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CCN(C5)C(=O)C=CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f022860e9d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228664510>,0,0.5668227946916473,-15.165
2809,155135970,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-1-prop-2-ynoylazetidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CN(C5)C(=O)C#C,<rdkit.Chem.rdchem.Mol object at 0x7f0228619000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022866eab0>,0,0.6098555815768931,-15.068
2491,122550749,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-1-prop-2-enoylazetidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CN(C5)C(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f022860ef10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228664a50>,0,0.5705113192818111,-15.059
2470,122550716,"1-[(E)-4-(dimethylamino)but-2-enoyl]-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]azetidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CN(C5)C(=O)C=CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f022860e5e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228664120>,0,0.5750195160031226,-15.024
2464,122550710,"4-[[(E)-4-(dimethylamino)but-2-enoyl]amino]-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]cyclohexane-1-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CCC(CC5)NC(=O)C=CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f022860e340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228663df0>,0,0.5838992974238877,-14.872
2526,122550855,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]-3-(prop-2-enoylamino)cyclobutane-1-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CC(C5)NC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f022860fe60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286659a0>,0,0.6032982045277128,-14.815
2485,122550738,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]pyrrolidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)NC(=O)C5CCNC5,<rdkit.Chem.rdchem.Mol object at 0x7f022860ec70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286647b0>,0,0.6360850897736143,-14.793
2574,134166195,"1-but-2-ynoyl-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]azetidine-3-carboxamide",CC#CC(=O)N1CC(C1)C(=O)NC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f02286114d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228666f80>,0,0.5923692427790789,-14.711
963,21068230,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-9H-xanthene-9-carboxamide",C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NC4=CC=C(C=C4)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e2110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637c30>,0,0.59650833021384,-14.646
2318,90045960,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-9H-xanthene-1-carboxamide",C1C2=CC=CC=C2OC3=CC=CC(=C31)C(=O)NCC4=CC=C(C=C4)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f0228609e70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022865f920>,0,0.6460319762528066,-14.589
1051,21068331,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-9H-xanthene-9-carboxamide",C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NCC4=CC=C(C=C4)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a340>,0,0.6747205008429705,-14.456
824,21067717,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-9H-xanthene-9-carboxamide",C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NCC4=CC=CC(=C4)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de3b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228633ed0>,0,0.6416162207737786,-14.418
749,21067616,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-9H-xanthene-9-carboxamide",C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NC4=CC=CC(=C4)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc2e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631e00>,0,0.5637473683147621,-14.241
2735,145156715,"1-[(E)-4-(dimethylamino)but-2-enoyl]-N-methyl-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]azetidine-3-carboxamide",CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C1)N(C)C(=O)C5CN(C5)C(=O)C=CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f0228616d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022866c890>,0,0.5610978713812933,-14.173
2566,134166174,"1-but-2-ynoyl-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]piperidine-4-carboxamide",CC#CC(=O)N1CCC(CC1)C(=O)NC2=CC3=CC(=C2)NC4=NC=CC(=N4)C5=CC(=CC=C5)OCCC=CCN(C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f0228611150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228666c00>,0,0.5869047619047619,-13.821
838,21067731,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-1-carboxamide",C1=CC=C2C(=C1)C=CC=C2C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de9d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634580>,0,0.6293211388065654,-13.768
1076,21068356,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-2-carboxamide",C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e5310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863ae30>,0,0.59650833021384,-13.727
1082,21068362,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",C1CC2=CC=CC=C2CC1C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e55b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863b0d0>,0,0.6129017728367908,-13.698
958,21068218,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-oxochromene-2-carboxamide",C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e1ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637a00>,0,0.5473280023449876,-13.632
976,21068243,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclohexane-1-carboxamide",C1CCC(CC1)(C2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e26c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228638270>,0,0.6460319762528066,-13.61
1064,21068344,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-1-carboxamide",C1=CC=C2C(=C1)C=CC=C2C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4dd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a8f0>,0,0.6788188614987082,-13.588
846,21067739,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",C1CC2=CC=CC=C2CC1C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285ded50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634900>,0,0.5637473683147621,-13.531
2746,145848182,4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-(2-phenylcyclopropyl)piperidine-1-carboxamide,C1CCC(C1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)N)NC5CCN(CC5)C(=O)NC6CC6C7=CC=CC=C7,<rdkit.Chem.rdchem.Mol object at 0x7f0228617370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022866ceb0>,0,0.5139762381782674,-13.518
2391,91306735,"4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-[(1R,2S)-2-phenylcyclopropyl]piperidine-1-carboxamide",C1CCC(C1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)N)NC5CCN(CC5)C(=O)NC6CC6C7=CC=CC=C7,<rdkit.Chem.rdchem.Mol object at 0x7f022860c0b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228661b60>,0,0.5139762381782674,-13.518
840,21067733,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-2-carboxamide",C1=CC=C2C=C(C=CC2=C1)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285deab0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634660>,0,0.6293211388065654,-13.483
962,21068229,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e20a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637bc0>,0,0.6292952154597417,-13.374
817,21067705,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-oxochromene-2-carboxamide",C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de0a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228633bc0>,0,0.5473539256918113,-13.362
1071,21068351,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",C1CC2=CC=CC=C2CC1C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e50e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863ac00>,0,0.6296385336298559,-13.335
763,21067631,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclohexane-1-carboxamide",C1CCC(CC1)(C2=CC=CC=C2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228632420>,0,0.6129276961836145,-13.324
745,21067612,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-5-methyl-2-phenyltriazole-4-carboxamide",CC1=NN(N=C1C(=O)NC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631c40>,0,0.5145670404459097,-13.319
1065,21068345,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-2-carboxamide",C1=CC=C2C=C(C=CC2=C1)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a960>,0,0.6788188614987082,-13.313
850,21067743,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-1-carboxamide",C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285def10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634ac0>,0,0.5965342535606638,-13.308
2395,91346734,"(3R,7S)-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-azoniatetracyclo[3.3.1.11,3.02,7]decane-2-carboxamide",C1C2CC3CC4(C2)[N+]3(C1C4)C(=O)NCC5=CC=C(C=C5)CNC6=CC(=NC7=C(C=NN67)Br)C8=CC=CC=C8Cl,<rdkit.Chem.rdchem.Mol object at 0x7f022860c2e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228661d90>,0,0.6768902211901259,-13.302
806,21067687,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-oxo-1,2-dihydroindene-1-carboxamide",C1C(C2=CC=CC=C2C1=O)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285ddbd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286336f0>,0,0.6088293355278769,-13.296
692,21067508,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-9H-xanthene-9-carboxamide",C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NCCNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285da960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228630510>,0,0.5250710633437806,-13.285
732,21067594,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-oxo-1,2-dihydroindene-1-carboxamide",C1C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dbae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631690>,0,0.5432555650360736,-13.248
